src_ip,dst_ip,proto,dst_port,packets,bytes,duration,label
10.0.0.9,10.0.0.10,17,80,728,15796,10.307,0
10.0.0.2,10.0.0.8,6,22,752,74073,9.274,0
10.0.0.3,10.0.0.3,17,22,683,21532,6.64,0
10.0.0.6,10.0.0.7,17,80,168,56646,7.993,0
10.0.0.1,10.0.0.4,6,5201,382,50997,11.083,0
192.168.4.98,10.0.0.12,6,80,36520,2786393,0.501,1
192.168.1.114,10.0.0.12,6,80,41160,604584,1.618,1
10.0.0.11,10.0.0.7,17,443,41,19514,10.26,0
192.168.1.211,10.0.0.12,6,80,41826,3338358,1.986,1
10.0.0.12,10.0.0.10,17,443,640,19049,9.526,0
10.0.0.11,10.0.0.6,6,5201,769,6344,5.517,0
192.168.2.158,10.0.0.12,6,80,50161,945643,1.834,1
10.0.0.12,10.0.0.11,17,5201,395,46506,5.778,0
10.0.0.10,10.0.0.10,6,443,397,51323,2.02,0
10.0.0.11,10.0.0.3,17,22,749,28725,7.723,0
10.0.0.2,10.0.0.6,17,22,775,63593,2.961,0
192.168.5.80,10.0.0.12,6,80,58825,1872954,0.372,1
10.0.0.3,10.0.0.12,6,80,356,78660,11.831,0
10.0.0.1,10.0.0.11,6,443,63,13933,5.253,0
192.168.3.48,10.0.0.12,6,80,33392,2561272,1.0,1
10.0.0.11,10.0.0.6,6,22,769,35313,7.154,0
10.0.0.12,10.0.0.8,17,22,779,33206,10.158,0
192.168.2.16,10.0.0.12,6,80,26613,1341780,1.599,1
10.0.0.6,10.0.0.6,17,80,586,29802,9.024,0
10.0.0.9,10.0.0.2,17,5201,472,5729,1.154,0
10.0.0.11,10.0.0.5,6,5201,681,12753,8.593,0
10.0.0.4,10.0.0.3,6,5201,391,11815,7.197,0
10.0.0.2,10.0.0.5,17,443,546,75337,0.833,0
192.168.3.136,10.0.0.12,6,80,10143,1743988,0.909,1
192.168.3.125,10.0.0.12,6,80,46886,3292799,1.424,1
10.0.0.9,10.0.0.1,17,22,225,57146,9.536,0
10.0.0.10,10.0.0.3,17,22,761,46068,11.717,0
192.168.1.84,10.0.0.12,6,80,44447,3223996,0.235,1
192.168.1.121,10.0.0.12,6,80,37755,2650264,1.822,1
10.0.0.2,10.0.0.9,17,80,440,65051,1.714,0
10.0.0.3,10.0.0.2,17,5201,592,58230,2.584,0
192.168.4.163,10.0.0.12,6,80,31785,857801,1.095,1
10.0.0.7,10.0.0.2,6,80,494,72684,1.119,0
10.0.0.1,10.0.0.5,17,5201,742,26795,1.374,0
10.0.0.3,10.0.0.5,6,5201,258,1970,11.642,0
192.168.1.139,10.0.0.12,6,80,22801,513872,0.83,1
192.168.5.171,10.0.0.12,6,80,17639,3853665,1.174,1
192.168.2.5,10.0.0.12,6,80,30726,3370209,0.769,1
10.0.0.6,10.0.0.6,17,443,699,39786,11.065,0
10.0.0.5,10.0.0.6,17,5201,766,15991,1.592,0
10.0.0.12,10.0.0.12,17,22,501,46518,6.946,0
10.0.0.11,10.0.0.2,6,22,128,14829,9.038,0
10.0.0.3,10.0.0.7,6,80,540,20856,3.997,0
10.0.0.12,10.0.0.10,17,5201,27,49081,4.309,0
192.168.5.242,10.0.0.12,6,80,11673,3296620,0.786,1
10.0.0.12,10.0.0.2,17,80,405,7307,2.373,0
192.168.4.74,10.0.0.12,6,80,49055,1257894,0.323,1
192.168.5.35,10.0.0.12,6,80,33760,2234593,0.715,1
10.0.0.10,10.0.0.6,17,5201,571,59246,10.818,0
192.168.1.29,10.0.0.12,6,80,56469,728749,0.562,1
192.168.2.234,10.0.0.12,6,80,29967,2871843,1.755,1
10.0.0.10,10.0.0.1,17,80,307,9629,3.383,0
192.168.2.131,10.0.0.12,6,80,14745,2201570,1.653,1
10.0.0.7,10.0.0.5,6,5201,31,43368,2.477,0
10.0.0.4,10.0.0.5,6,443,576,79574,7.4,0
10.0.0.10,10.0.0.3,17,80,316,22092,6.986,0
10.0.0.7,10.0.0.6,6,22,53,38500,11.486,0
10.0.0.2,10.0.0.12,17,443,198,69036,1.284,0
10.0.0.10,10.0.0.7,17,80,716,49366,2.999,0
10.0.0.9,10.0.0.9,6,5201,258,34222,2.838,0
10.0.0.1,10.0.0.12,17,443,503,50769,4.531,0
192.168.1.94,10.0.0.12,6,80,43037,1926326,0.253,1
192.168.3.233,10.0.0.12,6,80,47673,1881120,0.953,1
10.0.0.11,10.0.0.4,6,5201,85,5179,3.891,0
10.0.0.10,10.0.0.1,6,22,636,29753,7.856,0
10.0.0.6,10.0.0.11,17,22,723,55368,5.195,0
10.0.0.11,10.0.0.3,6,80,159,34350,2.769,0
10.0.0.11,10.0.0.2,6,5201,726,22006,1.653,0
10.0.0.11,10.0.0.12,17,80,577,24194,5.98,0
10.0.0.4,10.0.0.6,17,22,296,78939,8.564,0
10.0.0.1,10.0.0.2,6,443,626,29479,0.729,0
192.168.1.105,10.0.0.12,6,80,49864,1646424,0.888,1
10.0.0.4,10.0.0.2,17,5201,259,61710,7.053,0
10.0.0.5,10.0.0.5,17,80,112,23698,10.553,0
10.0.0.8,10.0.0.10,6,5201,698,41192,8.818,0
10.0.0.9,10.0.0.9,6,5201,393,52066,5.825,0
10.0.0.1,10.0.0.1,6,80,597,65563,2.215,0
192.168.1.49,10.0.0.12,6,80,38007,866199,0.252,1
10.0.0.4,10.0.0.4,6,5201,166,60434,9.099,0
10.0.0.9,10.0.0.1,17,5201,29,15462,11.185,0
10.0.0.7,10.0.0.1,6,80,628,40724,10.736,0
10.0.0.6,10.0.0.7,6,22,798,28015,5.697,0
192.168.1.70,10.0.0.12,6,80,31669,2259569,1.309,1
192.168.2.109,10.0.0.12,6,80,47621,531163,1.198,1
10.0.0.5,10.0.0.4,17,443,650,40491,7.566,0
10.0.0.1,10.0.0.12,6,5201,660,47752,10.276,0
192.168.5.224,10.0.0.12,6,80,13706,1897918,0.987,1
10.0.0.7,10.0.0.10,6,80,406,69295,5.314,0
10.0.0.10,10.0.0.2,17,80,118,66039,2.784,0
10.0.0.9,10.0.0.7,6,5201,226,65643,3.588,0
192.168.1.197,10.0.0.12,6,80,27614,1854012,0.8,1
10.0.0.8,10.0.0.11,17,5201,225,78236,2.354,0
10.0.0.4,10.0.0.3,6,5201,34,31339,6.728,0
10.0.0.8,10.0.0.3,6,22,232,8465,7.161,0
10.0.0.7,10.0.0.3,6,5201,393,50932,5.658,0
10.0.0.10,10.0.0.1,6,22,632,40837,8.697,0
10.0.0.1,10.0.0.12,17,443,529,14747,10.511,0
10.0.0.8,10.0.0.2,6,80,61,44513,3.301,0
192.168.4.48,10.0.0.12,6,80,59764,2053656,1.291,1
10.0.0.12,10.0.0.2,6,443,280,11441,2.306,0
192.168.2.53,10.0.0.12,6,80,17377,3183623,0.615,1
192.168.5.253,10.0.0.12,6,80,13745,2528629,1.476,1
192.168.3.125,10.0.0.12,6,80,13561,3154118,0.932,1
10.0.0.4,10.0.0.6,17,5201,610,4384,6.043,0
192.168.5.229,10.0.0.12,6,80,30199,2767344,0.943,1
10.0.0.8,10.0.0.3,6,5201,616,74775,8.124,0
10.0.0.6,10.0.0.12,6,80,178,65342,2.115,0
10.0.0.11,10.0.0.7,17,22,98,53338,8.196,0
10.0.0.3,10.0.0.8,6,443,589,74962,8.083,0
10.0.0.5,10.0.0.4,17,80,58,32052,5.328,0
192.168.5.250,10.0.0.12,6,80,41253,1889491,1.33,1
192.168.2.7,10.0.0.12,6,80,59853,510262,0.393,1
10.0.0.4,10.0.0.8,17,5201,184,29552,10.049,0
10.0.0.12,10.0.0.6,17,443,283,21666,9.555,0
10.0.0.12,10.0.0.9,17,443,565,8498,6.525,0
10.0.0.9,10.0.0.6,6,5201,569,29444,11.882,0
10.0.0.4,10.0.0.4,17,22,283,52822,1.409,0
10.0.0.5,10.0.0.7,17,22,325,35083,4.636,0
192.168.1.84,10.0.0.12,6,80,11606,3050771,1.318,1
10.0.0.11,10.0.0.5,17,5201,456,78456,3.587,0
10.0.0.4,10.0.0.8,17,443,417,42630,3.852,0
10.0.0.4,10.0.0.1,17,5201,699,79826,0.955,0
10.0.0.5,10.0.0.9,6,443,274,54229,4.962,0
192.168.1.222,10.0.0.12,6,80,59271,3652188,0.686,1
192.168.4.159,10.0.0.12,6,80,10678,2033316,0.796,1
10.0.0.4,10.0.0.2,17,80,612,73403,3.146,0
10.0.0.11,10.0.0.7,6,80,21,21368,6.314,0
10.0.0.1,10.0.0.11,6,80,251,57706,4.232,0
192.168.5.16,10.0.0.12,6,80,26389,1072528,0.311,1
10.0.0.7,10.0.0.10,6,5201,573,45045,3.459,0
10.0.0.2,10.0.0.6,17,22,40,36625,9.511,0
192.168.3.157,10.0.0.12,6,80,11574,3393872,1.082,1
10.0.0.2,10.0.0.7,6,5201,433,7904,2.657,0
10.0.0.3,10.0.0.6,6,443,388,38153,2.314,0
10.0.0.8,10.0.0.6,17,22,743,60114,1.811,0
192.168.3.245,10.0.0.12,6,80,49979,3999069,1.309,1
10.0.0.5,10.0.0.1,6,5201,363,41914,5.519,0
192.168.3.42,10.0.0.12,6,80,46119,745410,0.378,1
10.0.0.9,10.0.0.1,6,80,150,44452,9.746,0
192.168.2.215,10.0.0.12,6,80,40502,3657309,1.988,1
10.0.0.4,10.0.0.7,17,22,473,59454,11.538,0
10.0.0.1,10.0.0.3,17,5201,147,68565,6.641,0
10.0.0.4,10.0.0.2,17,443,111,4970,7.067,0
192.168.4.119,10.0.0.12,6,80,58669,3332376,1.523,1
10.0.0.5,10.0.0.5,17,5201,722,13673,11.684,0
192.168.4.109,10.0.0.12,6,80,31938,1960909,0.462,1
10.0.0.11,10.0.0.1,6,443,586,40624,1.48,0
10.0.0.3,10.0.0.3,17,22,264,1695,3.499,0
192.168.4.118,10.0.0.12,6,80,35408,1218070,1.545,1
192.168.3.77,10.0.0.12,6,80,45373,3831731,1.835,1
192.168.1.250,10.0.0.12,6,80,52832,2915780,1.137,1
10.0.0.11,10.0.0.12,6,5201,530,48225,0.71,0
192.168.4.95,10.0.0.12,6,80,19494,1595772,1.587,1
10.0.0.2,10.0.0.4,17,22,413,20200,2.02,0
10.0.0.12,10.0.0.6,6,80,85,7913,2.547,0
192.168.4.65,10.0.0.12,6,80,29908,3087127,1.63,1
192.168.5.147,10.0.0.12,6,80,59596,2857942,0.437,1
192.168.2.193,10.0.0.12,6,80,56825,3691386,0.528,1
10.0.0.8,10.0.0.11,17,5201,245,33241,5.797,0
192.168.4.178,10.0.0.12,6,80,59920,3740362,1.004,1
10.0.0.1,10.0.0.10,17,5201,26,1666,6.62,0
10.0.0.4,10.0.0.7,17,443,640,75393,3.961,0
10.0.0.2,10.0.0.8,17,443,745,51128,6.185,0
192.168.4.60,10.0.0.12,6,80,22666,1102812,1.736,1
192.168.4.238,10.0.0.12,6,80,56666,734974,1.687,1
10.0.0.4,10.0.0.6,6,5201,204,69490,8.357,0
10.0.0.8,10.0.0.7,17,80,495,21289,6.635,0
192.168.2.186,10.0.0.12,6,80,10395,2426730,0.836,1
10.0.0.1,10.0.0.12,6,22,620,2936,6.453,0
192.168.2.79,10.0.0.12,6,80,16214,1380136,0.347,1
192.168.2.173,10.0.0.12,6,80,26637,3063096,1.356,1
10.0.0.1,10.0.0.9,6,22,451,9971,11.412,0
10.0.0.8,10.0.0.8,6,5201,70,22379,4.858,0
10.0.0.5,10.0.0.9,17,5201,396,74615,6.062,0
10.0.0.2,10.0.0.2,6,22,558,45871,10.596,0
192.168.4.69,10.0.0.12,6,80,17935,3436244,0.727,1
192.168.1.165,10.0.0.12,6,80,25327,3668729,1.657,1
192.168.5.169,10.0.0.12,6,80,22209,3014002,1.312,1
10.0.0.8,10.0.0.8,17,80,519,3129,1.68,0
10.0.0.3,10.0.0.6,6,5201,438,78974,2.085,0
192.168.4.238,10.0.0.12,6,80,28985,1154534,0.108,1
192.168.4.4,10.0.0.12,6,80,26926,3844156,0.953,1
192.168.5.250,10.0.0.12,6,80,18655,2738260,0.673,1
10.0.0.5,10.0.0.12,17,80,684,52679,3.657,0
192.168.5.183,10.0.0.12,6,80,44117,3445512,1.537,1
10.0.0.9,10.0.0.1,17,5201,114,74447,10.446,0
10.0.0.5,10.0.0.6,17,80,797,12525,8.001,0
10.0.0.2,10.0.0.9,17,5201,238,68481,5.167,0
10.0.0.7,10.0.0.11,17,22,633,32351,6.976,0
10.0.0.7,10.0.0.8,6,443,317,11366,8.018,0
10.0.0.3,10.0.0.1,17,22,50,47698,2.916,0
192.168.1.23,10.0.0.12,6,80,47628,1044870,0.814,1
192.168.4.233,10.0.0.12,6,80,53078,3204427,0.565,1
10.0.0.4,10.0.0.6,6,443,206,29161,8.994,0
10.0.0.7,10.0.0.3,6,5201,555,30961,6.253,0
10.0.0.7,10.0.0.6,17,80,295,46825,7.877,0
10.0.0.10,10.0.0.1,6,80,56,76398,3.544,0
10.0.0.11,10.0.0.12,6,22,11,50119,10.264,0
192.168.2.9,10.0.0.12,6,80,9553,3097940,0.275,1
192.168.4.61,10.0.0.12,6,80,51297,2346269,1.479,1
10.0.0.7,10.0.0.6,17,80,500,76566,7.986,0
10.0.0.9,10.0.0.8,17,80,781,25848,3.79,0
10.0.0.11,10.0.0.7,17,22,751,79797,10.543,0
192.168.3.147,10.0.0.12,6,80,24044,1218379,0.235,1
10.0.0.11,10.0.0.8,17,22,187,61049,10.989,0
10.0.0.11,10.0.0.1,6,443,720,45934,4.089,0
192.168.4.248,10.0.0.12,6,80,9075,655368,0.745,1
192.168.3.16,10.0.0.12,6,80,49241,2484579,1.198,1
192.168.5.246,10.0.0.12,6,80,52433,3068794,1.758,1
192.168.5.174,10.0.0.12,6,80,42921,1725845,0.959,1
10.0.0.3,10.0.0.3,17,5201,656,75725,5.155,0
192.168.1.232,10.0.0.12,6,80,28673,2532820,1.747,1
10.0.0.11,10.0.0.8,17,22,184,73970,2.583,0
10.0.0.12,10.0.0.6,6,22,785,70403,2.692,0
192.168.3.76,10.0.0.12,6,80,38602,3270244,1.879,1
192.168.1.108,10.0.0.12,6,80,28189,1798213,1.487,1
10.0.0.9,10.0.0.3,17,80,616,75225,1.216,0
10.0.0.1,10.0.0.11,17,22,137,49037,5.525,0
192.168.4.169,10.0.0.12,6,80,16995,868238,1.487,1
10.0.0.11,10.0.0.8,17,5201,635,52251,7.251,0
10.0.0.1,10.0.0.2,6,5201,624,57865,1.514,0
10.0.0.12,10.0.0.10,6,5201,616,57102,4.972,0
10.0.0.10,10.0.0.4,6,22,203,54767,10.645,0
10.0.0.6,10.0.0.10,17,5201,788,7564,2.841,0
10.0.0.5,10.0.0.7,6,5201,256,30336,3.958,0
10.0.0.10,10.0.0.7,6,5201,327,45300,3.048,0
192.168.5.23,10.0.0.12,6,80,20217,1334143,1.051,1
192.168.1.88,10.0.0.12,6,80,53468,3873398,0.311,1
10.0.0.10,10.0.0.12,17,22,529,67609,6.622,0
10.0.0.6,10.0.0.2,6,5201,491,6506,7.81,0
10.0.0.3,10.0.0.10,6,80,793,73441,2.882,0
192.168.1.153,10.0.0.12,6,80,19796,3508149,1.05,1
192.168.4.106,10.0.0.12,6,80,10981,1900026,0.764,1
192.168.3.141,10.0.0.12,6,80,39655,3113227,1.487,1
10.0.0.5,10.0.0.2,6,5201,483,76864,6.875,0
192.168.4.192,10.0.0.12,6,80,57311,2733554,0.544,1
10.0.0.7,10.0.0.11,17,5201,539,59977,1.892,0
10.0.0.11,10.0.0.1,6,5201,398,50236,6.856,0
10.0.0.8,10.0.0.4,17,5201,329,66125,11.977,0
192.168.2.22,10.0.0.12,6,80,16992,3193761,1.631,1
10.0.0.8,10.0.0.12,17,5201,689,20736,6.196,0
10.0.0.4,10.0.0.12,17,443,478,14821,2.058,0
192.168.2.226,10.0.0.12,6,80,43870,1666490,1.278,1
10.0.0.11,10.0.0.9,6,22,541,69364,8.415,0
192.168.4.87,10.0.0.12,6,80,53163,971085,1.49,1
10.0.0.8,10.0.0.10,6,22,171,34238,9.393,0
192.168.3.17,10.0.0.12,6,80,17784,1676334,1.697,1
10.0.0.4,10.0.0.9,17,80,774,20952,0.773,0
192.168.5.229,10.0.0.12,6,80,46846,3140191,1.689,1
10.0.0.11,10.0.0.9,17,443,438,14551,6.383,0
10.0.0.3,10.0.0.5,17,443,248,34386,9.827,0
10.0.0.2,10.0.0.6,6,80,336,13787,10.151,0
192.168.4.157,10.0.0.12,6,80,50733,1643327,0.736,1
10.0.0.4,10.0.0.2,17,443,163,25298,2.31,0
10.0.0.5,10.0.0.8,6,80,250,71257,2.06,0
10.0.0.7,10.0.0.10,6,5201,498,1572,11.342,0
10.0.0.7,10.0.0.8,17,5201,716,63484,9.699,0
10.0.0.12,10.0.0.9,6,5201,656,74722,5.502,0
192.168.2.81,10.0.0.12,6,80,43888,544367,1.378,1
10.0.0.1,10.0.0.3,17,5201,505,61675,2.846,0
192.168.5.97,10.0.0.12,6,80,58964,1161666,0.13,1
10.0.0.5,10.0.0.3,6,22,794,64536,2.708,0
192.168.1.152,10.0.0.12,6,80,47064,2441578,0.718,1
192.168.5.158,10.0.0.12,6,80,53197,3987212,1.91,1
10.0.0.9,10.0.0.2,17,22,631,12138,3.737,0
10.0.0.10,10.0.0.8,17,22,401,66716,6.566,0
192.168.2.168,10.0.0.12,6,80,45017,1162901,0.703,1
10.0.0.12,10.0.0.6,17,80,595,49664,1.873,0
192.168.2.4,10.0.0.12,6,80,19288,3153574,0.195,1
192.168.4.36,10.0.0.12,6,80,46481,3007924,0.264,1
192.168.2.42,10.0.0.12,6,80,17476,1250221,1.561,1
10.0.0.12,10.0.0.1,17,80,761,10025,10.096,0
10.0.0.9,10.0.0.5,17,80,431,16690,4.538,0
10.0.0.12,10.0.0.10,17,22,57,10544,8.371,0
10.0.0.3,10.0.0.6,17,22,406,54378,9.406,0
192.168.5.83,10.0.0.12,6,80,58268,525716,0.316,1
10.0.0.11,10.0.0.3,17,22,379,14765,1.552,0
10.0.0.1,10.0.0.3,6,80,200,14205,3.744,0
192.168.2.35,10.0.0.12,6,80,8760,800924,1.332,1
192.168.2.168,10.0.0.12,6,80,49965,503639,1.872,1
10.0.0.1,10.0.0.4,17,80,145,78614,3.101,0
192.168.1.168,10.0.0.12,6,80,51641,1706655,0.893,1
10.0.0.4,10.0.0.5,6,443,113,50623,3.697,0
192.168.1.116,10.0.0.12,6,80,40459,1508778,0.258,1
10.0.0.1,10.0.0.4,6,80,774,63573,11.016,0
10.0.0.10,10.0.0.1,6,80,679,3387,1.055,0
10.0.0.9,10.0.0.1,17,443,458,38985,10.06,0
10.0.0.3,10.0.0.7,17,443,98,13968,2.11,0
192.168.3.59,10.0.0.12,6,80,59050,961930,0.72,1
10.0.0.4,10.0.0.1,6,80,244,9634,10.912,0
10.0.0.3,10.0.0.5,17,22,132,1813,6.22,0
10.0.0.1,10.0.0.5,17,5201,162,59329,6.694,0
192.168.2.52,10.0.0.12,6,80,20190,3990850,0.825,1
192.168.4.148,10.0.0.12,6,80,8242,2661672,1.444,1
10.0.0.10,10.0.0.4,6,22,69,62624,6.588,0
192.168.1.98,10.0.0.12,6,80,33466,1895255,1.992,1
10.0.0.6,10.0.0.9,17,80,706,27722,8.745,0
10.0.0.9,10.0.0.7,17,443,159,20401,5.939,0
10.0.0.8,10.0.0.6,17,5201,598,36809,6.144,0
10.0.0.3,10.0.0.8,6,443,639,57647,7.785,0
10.0.0.12,10.0.0.2,6,80,461,41916,5.316,0
10.0.0.11,10.0.0.9,6,5201,472,30749,5.259,0
10.0.0.8,10.0.0.6,17,443,238,3901,8.09,0
10.0.0.7,10.0.0.12,17,22,420,37451,5.683,0
10.0.0.12,10.0.0.2,6,22,167,50607,8.684,0
10.0.0.9,10.0.0.3,17,22,211,60772,1.81,0
10.0.0.8,10.0.0.10,17,80,596,15769,3.581,0
10.0.0.8,10.0.0.6,17,80,754,56440,1.408,0
10.0.0.10,10.0.0.10,6,80,169,21432,9.176,0
10.0.0.5,10.0.0.11,6,443,392,21974,6.703,0
10.0.0.10,10.0.0.10,17,22,442,2473,6.511,0
10.0.0.7,10.0.0.2,6,80,482,16196,7.949,0
10.0.0.7,10.0.0.6,6,5201,344,45036,9.254,0
10.0.0.7,10.0.0.3,6,80,349,27741,11.706,0
10.0.0.6,10.0.0.4,17,443,690,12021,6.52,0
192.168.2.170,10.0.0.12,6,80,17779,2399912,1.109,1
10.0.0.4,10.0.0.7,6,443,673,20328,10.947,0
192.168.1.10,10.0.0.12,6,80,56199,1093873,1.029,1
