Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Label
10.0.0.9,10.0.0.12,3820,80,17,42087,48,32,BENIGN
10.0.0.13,10.0.0.12,54931,80,6,438312,43,21,BENIGN
10.0.0.21,10.0.0.12,60714,80,6,46627,29,40,BENIGN
10.0.0.26,10.0.0.12,37203,80,17,450117,22,38,BENIGN
10.0.0.30,10.0.0.12,61131,80,6,413379,49,44,BENIGN
10.0.0.38,10.0.0.12,35270,80,17,59992,31,14,BENIGN
10.0.0.10,10.0.0.12,38156,80,6,485928,11,41,BENIGN
10.0.0.7,10.0.0.12,52518,80,17,455806,39,27,BENIGN
10.0.0.27,10.0.0.12,18334,80,17,344297,36,41,BENIGN
10.0.0.39,10.0.0.12,32025,80,6,91282,22,30,BENIGN
10.0.0.10,10.0.0.12,41541,80,17,21333,30,26,BENIGN
10.0.0.16,10.0.0.12,4254,80,17,483782,22,28,BENIGN
10.0.0.2,10.0.0.12,23166,80,17,164026,22,58,BENIGN
10.0.0.32,10.0.0.12,57269,80,6,456553,19,13,BENIGN
10.0.0.20,10.0.0.12,64870,80,17,406815,57,25,BENIGN
10.0.0.18,10.0.0.12,48786,80,17,318183,46,10,BENIGN
10.0.0.13,10.0.0.12,29972,80,6,479901,57,31,BENIGN
10.0.0.32,10.0.0.12,50798,80,17,431449,8,37,BENIGN
10.0.0.11,10.0.0.12,5324,80,17,373018,37,30,BENIGN
10.0.0.9,10.0.0.12,52175,80,6,92088,17,58,BENIGN
10.0.0.13,10.0.0.12,55876,80,6,131804,7,34,BENIGN
10.0.0.4,10.0.0.12,61188,80,17,370431,17,22,BENIGN
10.0.0.24,10.0.0.12,54993,80,17,265831,30,45,BENIGN
10.0.0.8,10.0.0.12,45665,80,6,127845,28,36,BENIGN
10.0.0.39,10.0.0.12,30259,80,6,457382,35,42,BENIGN
10.0.0.36,10.0.0.12,23945,80,17,86728,58,21,BENIGN
10.0.0.6,10.0.0.12,19706,80,6,203671,8,15,BENIGN
10.0.0.37,10.0.0.12,52130,80,6,450373,19,46,BENIGN
10.0.0.15,10.0.0.12,45437,80,6,142077,46,31,BENIGN
10.0.0.33,10.0.0.12,2338,80,6,249563,13,46,BENIGN
10.0.0.12,10.0.0.12,40420,80,6,118319,21,43,BENIGN
10.0.0.20,10.0.0.12,47734,80,17,223196,29,59,BENIGN
10.0.0.23,10.0.0.12,31104,80,17,115404,34,24,BENIGN
10.0.0.34,10.0.0.12,55046,80,17,307439,11,5,BENIGN
10.0.0.33,10.0.0.12,44432,80,17,295365,46,43,BENIGN
10.0.0.39,10.0.0.12,19549,80,17,359829,11,35,BENIGN
10.0.0.5,10.0.0.12,23062,80,17,336856,25,60,BENIGN
10.0.0.18,10.0.0.12,18138,80,17,99754,14,38,BENIGN
10.0.0.16,10.0.0.12,59985,80,6,423277,59,56,BENIGN
10.0.0.39,10.0.0.12,27506,80,17,357912,13,51,BENIGN
10.0.0.2,10.0.0.12,43976,80,17,155981,21,31,BENIGN
10.0.0.26,10.0.0.12,26469,80,6,306672,50,41,BENIGN
10.0.0.13,10.0.0.12,23513,80,6,360828,39,45,BENIGN
10.0.0.31,10.0.0.12,60434,80,17,266979,24,59,BENIGN
10.0.0.11,10.0.0.12,56116,80,6,155027,11,35,BENIGN
10.0.0.9,10.0.0.12,49580,80,17,381206,56,40,BENIGN
10.0.0.12,10.0.0.12,63081,80,17,344112,10,19,BENIGN
10.0.0.23,10.0.0.12,15660,80,17,221448,55,26,BENIGN
10.0.0.24,10.0.0.12,18100,80,17,244144,59,12,BENIGN
10.0.0.31,10.0.0.12,4541,80,6,248579,17,37,BENIGN
10.0.0.8,10.0.0.12,57876,80,17,278787,24,31,BENIGN
10.0.0.4,10.0.0.12,58095,80,6,73018,17,26,BENIGN
10.0.0.27,10.0.0.12,38340,80,17,76090,25,60,BENIGN
10.0.0.12,10.0.0.12,52072,80,6,256632,26,45,BENIGN
10.0.0.12,10.0.0.12,21563,80,6,3471,33,22,BENIGN
10.0.0.14,10.0.0.12,50909,80,6,303136,53,15,BENIGN
10.0.0.32,10.0.0.12,52483,80,6,68845,44,32,BENIGN
10.0.0.28,10.0.0.12,27460,80,17,251295,29,5,BENIGN
10.0.0.3,10.0.0.12,36005,80,6,384075,28,5,BENIGN
10.0.0.21,10.0.0.12,50624,80,6,10393,48,5,BENIGN
10.0.0.16,10.0.0.12,15852,80,17,164626,13,11,BENIGN
10.0.0.25,10.0.0.12,34010,80,17,88566,9,57,BENIGN
10.0.0.3,10.0.0.12,20566,80,17,240036,51,38,BENIGN
10.0.0.39,10.0.0.12,35372,80,17,228365,48,13,BENIGN
10.0.0.22,10.0.0.12,60097,80,17,189350,53,17,BENIGN
10.0.0.11,10.0.0.12,63157,80,17,11026,19,19,BENIGN
10.0.0.9,10.0.0.12,14864,80,6,310168,37,15,BENIGN
10.0.0.8,10.0.0.12,25048,80,6,197708,45,21,BENIGN
10.0.0.35,10.0.0.12,41861,80,6,312387,8,47,BENIGN
10.0.0.7,10.0.0.12,43856,80,6,26289,49,12,BENIGN
10.0.0.27,10.0.0.12,30142,80,17,65799,40,21,BENIGN
10.0.0.31,10.0.0.12,47021,80,6,108738,49,48,BENIGN
10.0.0.1,10.0.0.12,20757,80,17,347902,11,47,BENIGN
10.0.0.34,10.0.0.12,18717,80,6,220585,58,11,BENIGN
10.0.0.33,10.0.0.12,48129,80,6,149219,12,55,BENIGN
10.0.0.7,10.0.0.12,33643,80,6,320292,17,54,BENIGN
10.0.0.17,10.0.0.12,55517,80,6,188654,50,31,BENIGN
10.0.0.19,10.0.0.12,11534,80,6,288382,36,18,BENIGN
10.0.0.31,10.0.0.12,22690,80,6,2435,5,47,BENIGN
10.0.0.6,10.0.0.12,60457,80,6,438902,41,47,BENIGN
10.0.0.32,10.0.0.12,10798,80,6,409696,37,9,BENIGN
10.0.0.7,10.0.0.12,60319,80,17,338818,19,34,BENIGN
10.0.0.19,10.0.0.12,18333,80,17,27256,11,57,BENIGN
10.0.0.12,10.0.0.12,58311,80,6,447823,23,28,BENIGN
10.0.0.21,10.0.0.12,28942,80,6,50806,59,53,BENIGN
10.0.0.3,10.0.0.12,1657,80,6,348789,46,15,BENIGN
10.0.0.22,10.0.0.12,24454,80,17,327005,22,51,BENIGN
10.0.0.6,10.0.0.12,25444,80,17,96876,12,30,BENIGN
10.0.0.26,10.0.0.12,64089,80,17,143518,58,29,BENIGN
10.0.0.31,10.0.0.12,53446,80,17,341182,56,15,BENIGN
10.0.0.8,10.0.0.12,9708,80,6,495124,59,15,BENIGN
10.0.0.7,10.0.0.12,28288,80,17,421617,41,48,BENIGN
10.0.0.29,10.0.0.12,12903,80,17,409506,27,44,BENIGN
10.0.0.2,10.0.0.12,57553,80,6,254272,36,12,BENIGN
10.0.0.27,10.0.0.12,29904,80,6,34206,21,46,BENIGN
10.0.0.21,10.0.0.12,1834,80,6,352191,60,26,BENIGN
10.0.0.34,10.0.0.12,35306,80,6,227936,47,51,BENIGN
10.0.0.16,10.0.0.12,32607,80,17,348975,48,46,BENIGN
10.0.0.25,10.0.0.12,10766,80,6,7105,46,15,BENIGN
10.0.0.33,10.0.0.12,56653,80,17,447625,36,60,BENIGN
10.0.0.11,10.0.0.12,5930,80,17,169104,20,26,BENIGN
10.0.0.18,10.0.0.12,4323,80,6,289618,46,29,BENIGN
10.0.0.26,10.0.0.12,54573,80,6,42329,34,33,BENIGN
10.0.0.37,10.0.0.12,30390,80,6,450099,36,33,BENIGN
10.0.0.21,10.0.0.12,8803,80,17,391719,46,6,BENIGN
10.0.0.7,10.0.0.12,27463,80,17,19786,40,40,BENIGN
10.0.0.1,10.0.0.12,55150,80,6,416122,43,44,BENIGN
10.0.0.20,10.0.0.12,59358,80,6,344196,47,34,BENIGN
10.0.0.22,10.0.0.12,24836,80,6,429127,19,59,BENIGN
10.0.0.30,10.0.0.12,22780,80,17,376735,47,28,BENIGN
10.0.0.29,10.0.0.12,8496,80,6,399102,47,19,BENIGN
10.0.0.1,10.0.0.12,23395,80,17,436098,45,56,BENIGN
10.0.0.19,10.0.0.12,36917,80,17,369100,11,7,BENIGN
10.0.0.11,10.0.0.12,33295,80,6,431880,50,52,BENIGN
10.0.0.27,10.0.0.12,8033,80,17,321262,17,17,BENIGN
10.0.0.8,10.0.0.12,61986,80,17,114030,34,57,BENIGN
10.0.0.13,10.0.0.12,47999,80,17,57500,53,31,BENIGN
10.0.0.3,10.0.0.12,61751,80,6,405826,33,34,BENIGN
10.0.0.38,10.0.0.12,63688,80,6,262529,5,38,BENIGN
10.0.0.4,10.0.0.12,37280,80,17,440781,42,35,BENIGN
10.0.0.33,10.0.0.12,52212,80,6,363711,42,16,BENIGN
10.0.0.9,10.0.0.12,7810,80,17,345730,43,43,BENIGN
10.0.0.21,10.0.0.12,34061,80,17,220500,43,49,BENIGN
10.0.0.16,10.0.0.12,18954,80,17,180756,23,33,BENIGN
10.0.0.9,10.0.0.12,10079,80,17,316896,49,52,BENIGN
10.0.0.33,10.0.0.12,20613,80,17,374227,52,40,BENIGN
10.0.0.14,10.0.0.12,14189,80,6,328243,50,23,BENIGN
10.0.0.23,10.0.0.12,61395,80,6,373452,46,16,BENIGN
10.0.0.33,10.0.0.12,36576,80,17,373429,12,53,BENIGN
10.0.0.23,10.0.0.12,37873,80,17,306558,41,47,BENIGN
10.0.0.27,10.0.0.12,45211,80,17,461050,59,32,BENIGN
10.0.0.1,10.0.0.12,35281,80,6,14249,29,14,BENIGN
10.0.0.4,10.0.0.12,44949,80,6,105806,22,53,BENIGN
10.0.0.11,10.0.0.12,65480,80,17,359293,21,14,BENIGN
10.0.0.4,10.0.0.12,46282,80,17,107955,53,39,BENIGN
10.0.0.3,10.0.0.12,24530,80,17,54729,44,60,BENIGN
10.0.0.36,10.0.0.12,57702,80,6,390238,46,40,BENIGN
10.0.0.25,10.0.0.12,16595,80,17,364298,47,8,BENIGN
10.0.0.25,10.0.0.12,26422,80,17,414197,48,25,BENIGN
10.0.0.36,10.0.0.12,4549,80,6,390897,21,17,BENIGN
10.0.0.40,10.0.0.12,57964,80,17,436150,19,45,BENIGN
10.0.0.24,10.0.0.12,50510,80,6,407924,51,17,BENIGN
10.0.0.19,10.0.0.12,30437,80,6,358909,9,16,BENIGN
10.0.0.12,10.0.0.12,49198,80,6,198760,7,32,BENIGN
10.0.0.18,10.0.0.12,37501,80,17,69192,15,42,BENIGN
10.0.0.17,10.0.0.12,1393,80,17,245491,50,14,BENIGN
10.0.0.3,10.0.0.12,11097,80,17,313937,8,54,BENIGN
10.0.0.40,10.0.0.12,56280,80,17,258189,55,41,BENIGN
10.0.0.36,10.0.0.12,24491,80,6,412058,50,25,BENIGN
10.0.0.34,10.0.0.12,15439,80,6,273947,9,55,BENIGN
10.0.0.33,10.0.0.12,11468,80,17,285730,39,30,BENIGN
10.0.0.6,10.0.0.12,23922,80,6,464154,18,47,BENIGN
10.0.0.22,10.0.0.12,22720,80,17,154917,18,53,BENIGN
10.0.0.40,10.0.0.12,35790,80,17,295301,57,53,BENIGN
10.0.0.1,10.0.0.12,8542,80,17,234657,20,46,BENIGN
10.0.0.40,10.0.0.12,61225,80,6,21907,48,25,BENIGN
10.0.0.25,10.0.0.12,61050,80,6,203310,21,39,BENIGN
10.0.0.19,10.0.0.12,2643,80,17,270646,56,37,BENIGN
10.0.0.29,10.0.0.12,32927,80,6,156416,46,17,BENIGN
10.0.0.21,10.0.0.12,34702,80,6,498136,11,15,BENIGN
10.0.0.35,10.0.0.12,35968,80,6,329693,9,18,BENIGN
10.0.0.14,10.0.0.12,57709,80,17,439129,11,18,BENIGN
10.0.0.35,10.0.0.12,55336,80,17,339984,57,9,BENIGN
10.0.0.10,10.0.0.12,2580,80,17,376845,26,7,BENIGN
10.0.0.6,10.0.0.12,5824,80,6,94319,55,21,BENIGN
10.0.0.36,10.0.0.12,5640,80,6,478619,21,31,BENIGN
10.0.0.25,10.0.0.12,30588,80,17,228029,25,6,BENIGN
10.0.0.25,10.0.0.12,45149,80,6,281407,5,46,BENIGN
10.0.0.40,10.0.0.12,5168,80,6,368464,59,9,BENIGN
10.0.0.23,10.0.0.12,61844,80,6,152957,55,48,BENIGN
10.0.0.20,10.0.0.12,40775,80,6,148596,53,33,BENIGN
10.0.0.25,10.0.0.12,26918,80,6,249506,15,39,BENIGN
10.0.0.15,10.0.0.12,9961,80,17,418737,56,59,BENIGN
10.0.0.35,10.0.0.12,20355,80,6,157267,48,55,BENIGN
10.0.0.24,10.0.0.12,63767,80,6,291206,60,40,BENIGN
10.0.0.10,10.0.0.12,9100,80,6,3637,41,43,BENIGN
10.0.0.26,10.0.0.12,36226,80,6,160745,18,52,BENIGN
10.0.0.23,10.0.0.12,14900,80,17,475809,46,59,BENIGN
10.0.0.33,10.0.0.12,10359,80,6,97465,19,44,BENIGN
10.0.0.17,10.0.0.12,13759,80,6,96083,47,56,BENIGN
10.0.0.37,10.0.0.12,56877,80,6,447372,53,40,BENIGN
10.0.0.30,10.0.0.12,43273,80,6,153385,47,9,BENIGN
10.0.0.17,10.0.0.12,7459,80,6,381417,42,36,BENIGN
10.0.0.22,10.0.0.12,24429,80,6,352952,46,20,BENIGN
10.0.0.7,10.0.0.12,19710,80,6,472921,17,25,BENIGN
10.0.0.32,10.0.0.12,30557,80,17,324140,47,24,BENIGN
10.0.0.38,10.0.0.12,11011,80,17,424467,25,32,BENIGN
10.0.0.11,10.0.0.12,1340,80,17,130066,55,19,BENIGN
10.0.0.28,10.0.0.12,19156,80,17,71414,48,51,BENIGN
10.0.0.22,10.0.0.12,58557,80,17,243665,33,27,BENIGN
10.0.0.20,10.0.0.12,32938,80,6,93154,46,43,BENIGN
10.0.0.6,10.0.0.12,56191,80,17,451213,57,13,BENIGN
10.0.0.35,10.0.0.12,13897,80,17,385588,45,9,BENIGN
10.0.0.5,10.0.0.12,59489,80,6,446428,37,45,BENIGN
10.0.0.2,10.0.0.12,54281,80,17,404282,42,18,BENIGN
10.0.0.3,10.0.0.12,37173,80,17,285934,39,35,BENIGN
10.0.0.10,10.0.0.12,24998,80,17,118076,54,42,BENIGN
10.0.0.19,10.0.0.12,9798,80,17,263732,37,10,BENIGN
10.0.0.26,10.0.0.12,24870,80,6,348434,20,59,BENIGN
10.0.0.40,10.0.0.12,45861,80,6,397994,37,13,BENIGN
10.0.0.29,10.0.0.12,11458,80,6,297934,41,47,BENIGN
10.0.0.10,10.0.0.12,49253,80,17,493398,27,7,BENIGN
10.0.0.15,10.0.0.12,50927,80,17,122503,9,21,BENIGN
10.0.0.24,10.0.0.12,16360,80,6,351531,18,38,BENIGN
10.0.0.24,10.0.0.12,26458,80,17,482244,34,7,BENIGN
10.0.0.3,10.0.0.12,65287,80,17,55119,50,38,BENIGN
10.0.0.18,10.0.0.12,55738,80,17,304369,39,41,BENIGN
10.0.0.12,10.0.0.12,25708,80,17,192520,42,46,BENIGN
10.0.0.5,10.0.0.12,34884,80,17,198304,19,38,BENIGN
10.0.0.26,10.0.0.12,24151,80,17,256255,55,35,BENIGN
10.0.0.39,10.0.0.12,1456,80,6,231633,15,19,BENIGN
10.0.0.5,10.0.0.12,34744,80,17,111895,14,16,BENIGN
10.0.0.11,10.0.0.12,24762,80,6,347611,19,31,BENIGN
10.0.0.22,10.0.0.12,48226,80,6,253453,48,35,BENIGN
10.0.0.31,10.0.0.12,14832,80,6,340350,58,31,BENIGN
10.0.0.2,10.0.0.12,16993,80,6,68048,41,42,BENIGN
10.0.0.11,10.0.0.12,9853,80,6,468034,41,14,BENIGN
10.0.0.4,10.0.0.12,11925,80,17,484627,16,38,BENIGN
10.0.0.26,10.0.0.12,40303,80,6,461591,51,51,BENIGN
10.0.0.19,10.0.0.12,63103,80,6,114557,33,43,BENIGN
10.0.0.31,10.0.0.12,57863,80,17,90426,19,58,BENIGN
10.0.0.27,10.0.0.12,40400,80,6,417607,42,57,BENIGN
10.0.0.12,10.0.0.12,41866,80,17,88934,51,48,BENIGN
10.0.0.22,10.0.0.12,61471,80,17,313755,42,9,BENIGN
10.0.0.15,10.0.0.12,25810,80,17,70317,11,6,BENIGN
10.0.0.13,10.0.0.12,35280,80,17,434331,14,43,BENIGN
10.0.0.7,10.0.0.12,12651,80,17,473702,44,43,BENIGN
10.0.0.3,10.0.0.12,58548,80,6,49858,35,47,BENIGN
10.0.0.9,10.0.0.12,60136,80,6,471270,54,48,BENIGN
10.0.0.28,10.0.0.12,35236,80,17,195184,60,7,BENIGN
10.0.0.34,10.0.0.12,29136,80,6,493003,56,35,BENIGN
10.0.0.25,10.0.0.12,23995,80,6,224078,13,21,BENIGN
192.168.1.12,10.0.0.12,51215,80,17,120,3246,2,Syn
192.168.1.12,10.0.0.12,13411,80,17,3,733,4,DrDoS_UDP
192.168.1.13,10.0.0.12,1495,80,17,193,7231,5,Syn
192.168.1.12,10.0.0.12,24765,80,17,55,5571,3,Syn
192.168.1.12,10.0.0.12,57055,80,17,275,14379,4,Syn
192.168.1.13,10.0.0.12,19083,80,17,349,13523,1,Syn
192.168.1.13,10.0.0.12,52390,80,17,286,16309,1,Syn
192.168.1.13,10.0.0.12,37390,80,17,248,8815,2,Syn
192.168.1.13,10.0.0.12,27115,80,17,377,5024,5,DrDoS_UDP
192.168.1.13,10.0.0.12,16082,80,17,229,5801,0,DrDoS_UDP
192.168.1.13,10.0.0.12,27275,80,17,403,11589,4,DrDoS_UDP
192.168.1.11,10.0.0.12,26524,80,17,494,673,0,DrDoS_UDP
192.168.1.12,10.0.0.12,61701,80,17,308,14766,0,DrDoS_UDP
192.168.1.12,10.0.0.12,15557,80,17,190,3122,4,DrDoS_UDP
192.168.1.13,10.0.0.12,26211,80,17,477,13628,4,Syn
192.168.1.13,10.0.0.12,64169,80,17,306,2382,1,Syn
192.168.1.12,10.0.0.12,1725,80,17,104,17478,2,DrDoS_UDP
192.168.1.11,10.0.0.12,52401,80,17,307,17229,4,DrDoS_UDP
192.168.1.13,10.0.0.12,12131,80,17,346,1681,2,DrDoS_UDP
192.168.1.13,10.0.0.12,1042,80,17,500,5659,0,Syn
192.168.1.12,10.0.0.12,24166,80,17,343,13448,3,DrDoS_UDP
192.168.1.13,10.0.0.12,2031,80,17,378,2748,0,Syn
192.168.1.13,10.0.0.12,55403,80,17,287,19601,2,Syn
192.168.1.12,10.0.0.12,15854,80,17,311,6874,3,Syn
192.168.1.13,10.0.0.12,1328,80,17,134,6235,3,DrDoS_UDP
192.168.1.13,10.0.0.12,5767,80,17,258,10142,2,DrDoS_UDP
192.168.1.13,10.0.0.12,63722,80,17,132,18126,4,Syn
192.168.1.13,10.0.0.12,30041,80,17,495,12856,4,Syn
192.168.1.11,10.0.0.12,50665,80,17,174,15535,5,Syn
192.168.1.13,10.0.0.12,57517,80,17,15,16293,0,Syn
192.168.1.11,10.0.0.12,26102,80,17,325,7721,5,DrDoS_UDP
192.168.1.12,10.0.0.12,28052,80,17,490,12070,4,DrDoS_UDP
192.168.1.13,10.0.0.12,55561,80,17,135,8634,2,DrDoS_UDP
192.168.1.12,10.0.0.12,45175,80,17,384,11706,0,DrDoS_UDP
192.168.1.12,10.0.0.12,21593,80,17,182,7661,4,Syn
192.168.1.11,10.0.0.12,63094,80,17,383,6731,3,DrDoS_UDP
192.168.1.11,10.0.0.12,49221,80,17,124,9196,1,DrDoS_UDP
192.168.1.11,10.0.0.12,55742,80,17,128,12166,1,DrDoS_UDP
192.168.1.11,10.0.0.12,61329,80,17,41,16643,4,DrDoS_UDP
192.168.1.13,10.0.0.12,63807,80,17,22,16303,2,Syn
192.168.1.12,10.0.0.12,59883,80,17,452,19325,2,Syn
192.168.1.11,10.0.0.12,51110,80,17,469,17248,2,Syn
192.168.1.11,10.0.0.12,50187,80,17,296,4702,0,Syn
192.168.1.12,10.0.0.12,62605,80,17,277,1567,4,Syn
192.168.1.12,10.0.0.12,57411,80,17,352,6227,3,DrDoS_UDP
192.168.1.13,10.0.0.12,34985,80,17,236,10843,5,DrDoS_UDP
192.168.1.11,10.0.0.12,45202,80,17,108,12933,4,DrDoS_UDP
192.168.1.12,10.0.0.12,24721,80,17,314,9009,1,Syn
192.168.1.11,10.0.0.12,18679,80,17,242,11742,2,DrDoS_UDP
192.168.1.12,10.0.0.12,28807,80,17,108,14232,5,Syn
192.168.1.12,10.0.0.12,57013,80,17,206,9662,3,DrDoS_UDP
192.168.1.13,10.0.0.12,9618,80,17,295,7989,0,Syn
192.168.1.11,10.0.0.12,37418,80,17,222,12980,1,DrDoS_UDP
192.168.1.13,10.0.0.12,10824,80,17,243,819,1,Syn
192.168.1.12,10.0.0.12,9836,80,17,458,17441,4,Syn
192.168.1.12,10.0.0.12,20687,80,17,129,18920,4,DrDoS_UDP
192.168.1.12,10.0.0.12,7510,80,17,354,5852,0,DrDoS_UDP
192.168.1.12,10.0.0.12,32254,80,17,430,3655,3,Syn
192.168.1.12,10.0.0.12,24680,80,17,185,18861,4,Syn
192.168.1.12,10.0.0.12,2323,80,17,211,4472,2,DrDoS_UDP
192.168.1.13,10.0.0.12,38765,80,17,333,18143,1,Syn
192.168.1.12,10.0.0.12,22329,80,17,345,17226,3,Syn
192.168.1.11,10.0.0.12,25997,80,17,315,9888,3,DrDoS_UDP
192.168.1.11,10.0.0.12,43005,80,17,414,11555,3,Syn
192.168.1.11,10.0.0.12,6208,80,17,83,11759,1,Syn
192.168.1.12,10.0.0.12,43819,80,17,150,9264,4,Syn
192.168.1.12,10.0.0.12,59199,80,17,228,12400,5,Syn
192.168.1.12,10.0.0.12,11989,80,17,95,1256,1,DrDoS_UDP
192.168.1.13,10.0.0.12,17515,80,17,482,3123,1,DrDoS_UDP
192.168.1.12,10.0.0.12,7774,80,17,49,2590,3,DrDoS_UDP
192.168.1.11,10.0.0.12,51547,80,17,204,17669,0,DrDoS_UDP
192.168.1.12,10.0.0.12,41531,80,17,80,3262,5,Syn
192.168.1.12,10.0.0.12,16055,80,17,127,9811,3,DrDoS_UDP
192.168.1.11,10.0.0.12,35544,80,17,430,6090,0,DrDoS_UDP
192.168.1.13,10.0.0.12,24409,80,17,441,11156,3,Syn
192.168.1.13,10.0.0.12,62290,80,17,140,18474,3,DrDoS_UDP
192.168.1.13,10.0.0.12,36366,80,17,91,19860,4,Syn
192.168.1.13,10.0.0.12,50104,80,17,326,18980,3,Syn
192.168.1.12,10.0.0.12,32589,80,17,277,7942,0,Syn
192.168.1.12,10.0.0.12,24995,80,17,212,9013,1,Syn
192.168.1.11,10.0.0.12,1030,80,17,268,4966,2,Syn
192.168.1.12,10.0.0.12,36092,80,17,5,16619,3,Syn
192.168.1.11,10.0.0.12,51216,80,17,221,10098,4,DrDoS_UDP
192.168.1.11,10.0.0.12,36951,80,17,192,6679,3,Syn
192.168.1.12,10.0.0.12,17401,80,17,84,13270,3,DrDoS_UDP
192.168.1.12,10.0.0.12,6215,80,17,217,8349,4,Syn
192.168.1.12,10.0.0.12,43521,80,17,381,17930,2,Syn
192.168.1.11,10.0.0.12,56957,80,17,36,6477,1,Syn
192.168.1.11,10.0.0.12,42763,80,17,234,15336,2,Syn
192.168.1.11,10.0.0.12,22037,80,17,10,5485,0,DrDoS_UDP
192.168.1.11,10.0.0.12,64746,80,17,53,9744,2,DrDoS_UDP
192.168.1.13,10.0.0.12,29756,80,17,373,768,1,DrDoS_UDP
192.168.1.11,10.0.0.12,1989,80,17,253,7616,2,Syn
192.168.1.12,10.0.0.12,52517,80,17,410,16831,2,Syn
192.168.1.13,10.0.0.12,52890,80,17,17,11321,0,DrDoS_UDP
192.168.1.11,10.0.0.12,18489,80,17,398,13358,0,Syn
192.168.1.11,10.0.0.12,13619,80,17,459,8694,3,DrDoS_UDP
192.168.1.11,10.0.0.12,64895,80,17,394,8657,3,Syn
192.168.1.11,10.0.0.12,49364,80,17,18,7026,3,DrDoS_UDP
192.168.1.13,10.0.0.12,44671,80,17,107,15993,3,Syn
192.168.1.12,10.0.0.12,11418,80,17,323,1882,5,DrDoS_UDP
192.168.1.12,10.0.0.12,32561,80,17,327,10291,1,Syn
192.168.1.11,10.0.0.12,57624,80,17,342,7636,0,DrDoS_UDP
192.168.1.13,10.0.0.12,29477,80,17,167,993,1,Syn
192.168.1.13,10.0.0.12,8865,80,17,203,8465,0,DrDoS_UDP
192.168.1.13,10.0.0.12,52369,80,17,354,16073,5,DrDoS_UDP
192.168.1.12,10.0.0.12,51538,80,17,46,8650,1,Syn
192.168.1.11,10.0.0.12,45978,80,17,317,11589,5,DrDoS_UDP
192.168.1.11,10.0.0.12,24323,80,17,331,5543,5,DrDoS_UDP
192.168.1.11,10.0.0.12,32995,80,17,120,10878,4,Syn
192.168.1.12,10.0.0.12,49074,80,17,99,1199,5,Syn
192.168.1.12,10.0.0.12,48498,80,17,69,8714,0,Syn
192.168.1.13,10.0.0.12,29696,80,17,287,10157,4,Syn
192.168.1.11,10.0.0.12,38163,80,17,96,18313,2,Syn
192.168.1.13,10.0.0.12,31720,80,17,141,18670,1,DrDoS_UDP
192.168.1.13,10.0.0.12,11183,80,17,231,10188,2,Syn
192.168.1.12,10.0.0.12,1071,80,17,398,17079,3,DrDoS_UDP
192.168.1.11,10.0.0.12,41638,80,17,439,12430,4,DrDoS_UDP
192.168.1.12,10.0.0.12,48275,80,17,33,18160,3,DrDoS_UDP
192.168.1.13,10.0.0.12,45799,80,17,255,18570,1,Syn
192.168.1.12,10.0.0.12,27880,80,17,329,11052,0,DrDoS_UDP
192.168.1.13,10.0.0.12,44205,80,17,35,1934,1,DrDoS_UDP
192.168.1.11,10.0.0.12,14267,80,17,55,16404,1,DrDoS_UDP
192.168.1.11,10.0.0.12,38445,80,17,329,13233,5,Syn
192.168.1.13,10.0.0.12,41916,80,17,360,19842,2,DrDoS_UDP
192.168.1.12,10.0.0.12,15489,80,17,311,2822,0,DrDoS_UDP
192.168.1.13,10.0.0.12,33228,80,17,476,3120,3,DrDoS_UDP
192.168.1.12,10.0.0.12,37594,80,17,381,14129,2,DrDoS_UDP
192.168.1.13,10.0.0.12,18444,80,17,271,1832,5,DrDoS_UDP
192.168.1.12,10.0.0.12,6131,80,17,484,7574,4,DrDoS_UDP
192.168.1.11,10.0.0.12,48548,80,17,119,17921,3,DrDoS_UDP
192.168.1.11,10.0.0.12,35508,80,17,337,8651,4,DrDoS_UDP
192.168.1.13,10.0.0.12,50123,80,17,286,14104,5,DrDoS_UDP
192.168.1.13,10.0.0.12,38809,80,17,184,15531,5,Syn
192.168.1.11,10.0.0.12,11956,80,17,406,6411,4,Syn
192.168.1.13,10.0.0.12,23143,80,17,337,5683,4,Syn
192.168.1.12,10.0.0.12,60169,80,17,162,18525,2,Syn
192.168.1.12,10.0.0.12,51105,80,17,325,14609,5,Syn
192.168.1.13,10.0.0.12,16799,80,17,289,18379,1,Syn
192.168.1.13,10.0.0.12,61719,80,17,382,8825,2,Syn
192.168.1.12,10.0.0.12,63927,80,17,204,506,5,DrDoS_UDP
192.168.1.12,10.0.0.12,40067,80,17,9,17461,1,Syn
192.168.1.11,10.0.0.12,20706,80,17,114,7539,2,DrDoS_UDP
192.168.1.13,10.0.0.12,54916,80,17,142,18642,4,DrDoS_UDP
192.168.1.11,10.0.0.12,3497,80,17,236,12154,1,DrDoS_UDP
192.168.1.12,10.0.0.12,25081,80,17,456,19576,1,DrDoS_UDP
192.168.1.12,10.0.0.12,54178,80,17,154,3511,4,Syn
192.168.1.13,10.0.0.12,61178,80,17,112,3029,5,Syn
192.168.1.12,10.0.0.12,12355,80,17,250,19381,0,Syn
192.168.1.11,10.0.0.12,48917,80,17,414,19383,3,DrDoS_UDP
192.168.1.11,10.0.0.12,61439,80,17,395,11457,2,Syn
